/Users/aman/Documents/acer/Udacity/self-driving-car/CarND-Behavioral-Cloning-P3/IMG/center_2017_08_05_13_03_05_786.jpg,/Users/aman/Documents/acer/Udacity/self-driving-car/CarND-Behavioral-Cloning-P3/IMG/left_2017_08_05_13_03_05_786.jpg,/Users/aman/Documents/acer/Udacity/self-driving-car/CarND-Behavioral-Cloning-P3/IMG/right_2017_08_05_13_03_05_786.jpg,-0.04005788,1,0,30.19039
/Users/aman/Documents/acer/Udacity/self-driving-car/CarND-Behavioral-Cloning-P3/IMG/center_2017_08_05_13_03_05_860.jpg,/Users/aman/Documents/acer/Udacity/self-driving-car/CarND-Behavioral-Cloning-P3/IMG/left_2017_08_05_13_03_05_860.jpg,/Users/aman/Documents/acer/Udacity/self-driving-car/CarND-Behavioral-Cloning-P3/IMG/right_2017_08_05_13_03_05_860.jpg,-0.04005788,1,0,30.19091
/Users/aman/Documents/acer/Udacity/self-driving-car/CarND-Behavioral-Cloning-P3/IMG/center_2017_08_05_13_03_05_929.jpg,/Users/aman/Documents/acer/Udacity/self-driving-car/CarND-Behavioral-Cloning-P3/IMG/left_2017_08_05_13_03_05_929.jpg,/Users/aman/Documents/acer/Udacity/self-driving-car/CarND-Behavioral-Cloning-P3/IMG/right_2017_08_05_13_03_05_929.jpg,-0.04005788,1,0,30.19051
/Users/aman/Documents/acer/Udacity/self-driving-car/CarND-Behavioral-Cloning-P3/IMG/center_2017_08_05_13_03_06_000.jpg,/Users/aman/Documents/acer/Udacity/self-driving-car/CarND-Behavioral-Cloning-P3/IMG/left_2017_08_05_13_03_06_000.jpg,/Users/aman/Documents/acer/Udacity/self-driving-car/CarND-Behavioral-Cloning-P3/IMG/right_2017_08_05_13_03_06_000.jpg,-0.04005788,1,0,30.19089
/Users/aman/Documents/acer/Udacity/self-driving-car/CarND-Behavioral-Cloning-P3/IMG/center_2017_08_05_13_03_06_068.jpg,/Users/aman/Documents/acer/Udacity/self-driving-car/CarND-Behavioral-Cloning-P3/IMG/left_2017_08_05_13_03_06_068.jpg,/Users/aman/Documents/acer/Udacity/self-driving-car/CarND-Behavioral-Cloning-P3/IMG/right_2017_08_05_13_03_06_068.jpg,-0.04005788,1,0,30.19008
/Users/aman/Documents/acer/Udacity/self-driving-car/CarND-Behavioral-Cloning-P3/IMG/center_2017_08_05_13_03_06_144.jpg,/Users/aman/Documents/acer/Udacity/self-driving-car/CarND-Behavioral-Cloning-P3/IMG/left_2017_08_05_13_03_06_144.jpg,/Users/aman/Documents/acer/Udacity/self-driving-car/CarND-Behavioral-Cloning-P3/IMG/right_2017_08_05_13_03_06_144.jpg,-0.04005788,1,0,30.19022
/Users/aman/Documents/acer/Udacity/self-driving-car/CarND-Behavioral-Cloning-P3/IMG/center_2017_08_05_13_03_06_215.jpg,/Users/aman/Documents/acer/Udacity/self-driving-car/CarND-Behavioral-Cloning-P3/IMG/left_2017_08_05_13_03_06_215.jpg,/Users/aman/Documents/acer/Udacity/self-driving-car/CarND-Behavioral-Cloning-P3/IMG/right_2017_08_05_13_03_06_215.jpg,-0.04005788,1,0,30.19025
/Users/aman/Documents/acer/Udacity/self-driving-car/CarND-Behavioral-Cloning-P3/IMG/center_2017_08_05_13_03_06_284.jpg,/Users/aman/Documents/acer/Udacity/self-driving-car/CarND-Behavioral-Cloning-P3/IMG/left_2017_08_05_13_03_06_284.jpg,/Users/aman/Documents/acer/Udacity/self-driving-car/CarND-Behavioral-Cloning-P3/IMG/right_2017_08_05_13_03_06_284.jpg,-0.04005788,1,0,30.19027
/Users/aman/Documents/acer/Udacity/self-driving-car/CarND-Behavioral-Cloning-P3/IMG/center_2017_08_05_13_03_06_355.jpg,/Users/aman/Documents/acer/Udacity/self-driving-car/CarND-Behavioral-Cloning-P3/IMG/left_2017_08_05_13_03_06_355.jpg,/Users/aman/Documents/acer/Udacity/self-driving-car/CarND-Behavioral-Cloning-P3/IMG/right_2017_08_05_13_03_06_355.jpg,-0.04640508,1,0,30.1902
/Users/aman/Documents/acer/Udacity/self-driving-car/CarND-Behavioral-Cloning-P3/IMG/center_2017_08_05_13_03_06_426.jpg,/Users/aman/Documents/acer/Udacity/self-driving-car/CarND-Behavioral-Cloning-P3/IMG/left_2017_08_05_13_03_06_426.jpg,/Users/aman/Documents/acer/Udacity/self-driving-car/CarND-Behavioral-Cloning-P3/IMG/right_2017_08_05_13_03_06_426.jpg,-0.05275251,1,0,30.19013
